featureID,VSURF_score,MeanDecreaseAccuracy,GNPSLinkout_Cluster,GNPSLinkout_Network,INCHI,LibraryID,MQScore,RTConsensus,RTMean,RTStdErr,Smiles,SpectrumID,SumPeakIntensity,UniqueFileSourcesCount,cluster.index,componentindex,number.of.spectra,parent.mass,precursor.charge,precursor.mass,sum.precursor.intensity.,MolNetEnhancer_CF_componentindex,MolNetEnhancer_CF_NrNodes,MolNetEnhancer_CF_kingdom,MolNetEnhancer_CF_kingdom_score,MolNetEnhancer_CF_superclass,MolNetEnhancer_CF_superclass_score,MolNetEnhancer_CF_class,MolNetEnhancer_CF_class_score,MolNetEnhancer_CF_subclass,MolNetEnhancer_CF_subclass_score,MolNetEnhancer_CF_Dparent,MolNetEnhancer_CF_Dparent_score,MolNetEnhancer_CF_MFramework,MolNetEnhancer_CF_MFramework_score,Qemistree_csi_smiles,Qemistree_ms2_smiles,Qemistree_ms2_library_match,Qemistree_structure_source,Qemistree_kingdom,Qemistree_superclass,Qemistree_class,Qemistree_subclass,Qemistree_direct_parent
id_25800,1.37759367999651e-05,0.00105714285714286,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25800.0"""",""""main.cluster index_upperinput"""":""""25800.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1042&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,5.9085,5.9085,0,N/A,N/A,128835500,29,25800,1042,29,440.314,1,440.314,128835500,1042,4,Organic compounds,1,Lipids and lipid-like molecules,0.44047619,Prenol lipids,0.2797619,Monoterpenoids,0.20238095,Aromatic monoterpenoids,0.20238095,Aromatic heteromonocyclic compounds,0.39880952,CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCCN)O,missing,missing,CSIFingerID,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,Monoalkylglycerophosphoethanolamines
id_25864,3.82860872010559e-06,0.00208823529411765,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25864.0"""",""""main.cluster index_upperinput"""":""""25864.0""""}",This Node is a Singleton,N/A,N/A,N/A,8.2574,8.2574,0,N/A,N/A,40142820,29,25864,-1,29,385.1676,1,385.1676,40142820,S1583,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_26,0.00678096942523226,0.00185013514177601,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""26.0"""",""""main.cluster index_upperinput"""":""""26.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5185,0.5185,0,N/A,N/A,10622730000,115,26,85,115,151.0354,1,151.0354,10622730000,85,99,Organic compounds,0.62626263,Organoheterocyclic compounds,0.33272407,Indoles and derivatives,0.18434343,"",0.2843274,Indoles and derivatives,0.18181818,Aromatic heteropolycyclic compounds,0.27734087,C1=NC(=N[C](C1O)N)O,missing,missing,CSIFingerID,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidones
id_260,0.00122968224600378,0.00326003894486232,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""260.0"""",""""main.cluster index_upperinput"""":""""260.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5209,0.5209,0,N/A,N/A,1273787000,72,260,85,72,400.9412,1,400.9412,1273787000,85,99,Organic compounds,0.62626263,Organoheterocyclic compounds,0.33272407,Indoles and derivatives,0.18434343,"",0.2843274,Indoles and derivatives,0.18181818,Aromatic heteropolycyclic compounds,0.27734087,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_2918,0.00101671986163092,0.00304670582197672,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""2918.0"""",""""main.cluster index_upperinput"""":""""2918.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=617&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,"",Loliolide,0.763016,3.4213,3.4213,0,CC1(CC(CC2(C1=CC(=O)O2)C)O)C,CCMSLIB00004680136,51138120,41,2918,617,41,197.1171,1,197.1171,51138120,617,6,Organic compounds,1,Organoheterocyclic compounds,0.44444444,Prenol lipids,0.29861111,"",0.29861111,Sesquiterpenoids,0.21527778,Aliphatic homomonocyclic compounds,0.31944444,CC1C=C(C(C2CCCC2)O)C(=O)O1,CC1(CC(CC2(C1=CC(=O)O2)C)O)C,Loliolide,MS2,Organic compounds,Organoheterocyclic compounds,Benzofurans,unclassified,Benzofurans
id_293,1.20533672226029e-05,0.000929929439703471,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""293.0"""",""""main.cluster index_upperinput"""":""""293.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=760&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,8.7888,8.7888,0,N/A,N/A,827814700,80,293,760,80,609.2707,1,609.2707,827814700,760,4,Organic compounds,1,Lipids and lipid-like molecules,0.43055556,Prenol lipids,0.40277778,Diterpenoids,0.26388889,Rhamnofolane and daphnane diterpenoids,0.13888889,Aromatic heteropolycyclic compounds,0.65277778,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_2952,0.00397008506071223,0.00128565886313376,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""2952.0"""",""""main.cluster index_upperinput"""":""""2952.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.8042,0.8042,0,N/A,N/A,337742600,47,2952,34,47,180.1017,1,180.1017,337742600,34,7,Organic compounds,0.85714286,Organic acids and derivatives,0.38180272,Carboxylic acids and derivatives,0.38180272,"Amino acids, peptides, and analogues",0.38180272,Aminobenzoic acids,0.15476191,Aromatic homomonocyclic compounds,0.58815193,CCC1=CC(=CC=N1)C(=O)OCC,missing,missing,CSIFingerID,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Pyridinecarboxylic acids
id_30110,0.000366261843673384,0.00345550428746834,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""30110.0"""",""""main.cluster index_upperinput"""":""""30110.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,7.9385,7.9385,0,N/A,N/A,215641900,35,30110,20,35,553.3319,1,553.3319,215641900,20,8,Organic compounds,0.875,Lipids and lipid-like molecules,0.59821429,Prenol lipids,0.46428571,Terpene lactones,0.3125,Terpene lactones,0.17857143,Aliphatic heteropolycyclic compounds,0.43303571,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_3046,0.00234003523813439,0.0012192573508363,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""3046.0"""",""""main.cluster index_upperinput"""":""""3046.0""""}",This Node is a Singleton,N/A,N/A,N/A,0.518,0.518,0,N/A,N/A,74381120,90,3046,-1,90,172.9778,1,172.9778,74381120,S216,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,C(C(=N)O)(C(=N)O)S,missing,missing,CSIFingerID,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,"1,3-dicarbonyl compounds"
id_31909,3.01674112692431e-05,0.00198672827685986,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""31909.0"""",""""main.cluster index_upperinput"""":""""31909.0""""}",This Node is a Singleton,N/A,N/A,N/A,6.9064,6.9064,0,N/A,N/A,17995130,40,31909,-1,40,399.2509,1,399.2509,17995130,S1912,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_332,3.31266231365582e-06,0.00200680876675742,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""332.0"""",""""main.cluster index_upperinput"""":""""332.0""""}",This Node is a Singleton,N/A,N/A,N/A,0.6154,0.6154,0,N/A,N/A,657432300,54,332,-1,54,293.063,1,293.063,657432300,S43,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_336,0.0032510411956209,0.000995251703920434,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""336.0"""",""""main.cluster index_upperinput"""":""""336.0""""}",This Node is a Singleton,N/A,N/A,N/A,0.5175,0.5175,0,N/A,N/A,421677600,53,336,-1,53,268.947,1,268.947,421677600,S45,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_3375,0.0163410173401196,0.00226697603917267,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""3375.0"""",""""main.cluster index_upperinput"""":""""3375.0""""}",This Node is a Singleton,N/A,N/A,N/A,0.518,0.518,0,N/A,N/A,56827940,87,3375,-1,87,195.9942,1,195.9942,56827940,S222,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_344,0.00251673443859725,0.00127542412542413,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""344.0"""",""""main.cluster index_upperinput"""":""""344.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=812&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5203,0.5203,0,N/A,N/A,824010800,74,344,812,74,402.9389,1,402.9389,824010800,812,7,Organic compounds,0.42857143,Benzenoids,0.16666667,Coumarins and derivatives,0.14285714,"",0.14285714,Coumarins and derivatives,0.14285714,Aromatic heteropolycyclic compounds,0.14285714,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_34654,0.00667753996752372,0.00510039316908512,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34654.0"""",""""main.cluster index_upperinput"""":""""34654.0""""}",This Node is a Singleton,N/A,N/A,N/A,9.2648,9.2648,0,N/A,N/A,57707460,38,34654,-1,38,445.2305,1,445.2305,57707460,S2024,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_34656,0.0502460024462772,0.00780022013301859,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34656.0"""",""""main.cluster index_upperinput"""":""""34656.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=629&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,5.9458,5.9458,0,N/A,N/A,153208600,42,34656,629,42,640.3177,1,640.3177,153208600,629,15,Organic compounds,0.8,Lipids and lipid-like molecules,0.27111111,Prenol lipids,0.25444444,"",0.16111111,Macrolactams,0.09444444,Aromatic heteropolycyclic compounds,0.32777778,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_34662,0.00118208222165962,0.00452038886416293,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34662.0"""",""""main.cluster index_upperinput"""":""""34662.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,9.2642,9.2642,0,N/A,N/A,41335860,35,34662,30,35,649.1931,1,649.1931,41335860,30,15,Organic compounds,1,Phenylpropanoids and polyketides,0.44476191,Flavonoids,0.27812169,Flavonoid glycosides,0.20701058,Phenolic glycosides,0.07962963,Aromatic heteropolycyclic compounds,0.69354497,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_34667,0.000687159602384716,0.00414969451996561,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34667.0"""",""""main.cluster index_upperinput"""":""""34667.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=629&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,6.893,6.893,0,N/A,N/A,103796000,38,34667,629,38,600.3614,1,600.3614,103796000,629,15,Organic compounds,0.8,Lipids and lipid-like molecules,0.27111111,Prenol lipids,0.25444444,"",0.16111111,Macrolactams,0.09444444,Aromatic heteropolycyclic compounds,0.32777778,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_34672,0.0093418166083068,0.0058097568225614,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34672.0"""",""""main.cluster index_upperinput"""":""""34672.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=783&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,5.948,5.948,0,N/A,N/A,109145200,42,34672,783,42,566.3124,1,566.3124,109145200,783,6,Organic compounds,1,Lipids and lipid-like molecules,0.44920635,Steroids and steroid derivatives,0.4015873,Pregnane steroids,0.20952381,"Gluco/mineralocorticoids, progestogins and derivatives",0.20952381,Aromatic heteropolycyclic compounds,0.3984127,CCP(=O)(O)OCCCCC1=CN(CCCC(=NCCCCCCOP(=O)(C(C)C)O)O)N=CCC1C,missing,missing,CSIFingerID,unclassified,unclassified,unclassified,unclassified,unclassified
id_34675,0.000483115375575243,0.00222973391348004,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34675.0"""",""""main.cluster index_upperinput"""":""""34675.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=330&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,9.264,9.264,0,N/A,N/A,35323720,34,34675,330,34,717.1806,1,717.1806,35323720,330,5,Organic compounds,0.6,Phenylpropanoids and polyketides,0.3,Flavonoids,0.2,Flavonoid glycosides,0.2,Flavonoid-7-O-glycosides,0.2,Aromatic homomonocyclic compounds,0.3,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_34678,3.57563931446241e-05,0.0015422305764411,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34678.0"""",""""main.cluster index_upperinput"""":""""34678.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,9.2648,9.2648,0,N/A,N/A,36254310,31,34678,30,31,581.2053,1,581.2053,36254310,30,15,Organic compounds,1,Phenylpropanoids and polyketides,0.44476191,Flavonoids,0.27812169,Flavonoid glycosides,0.20701058,Phenolic glycosides,0.07962963,Aromatic heteropolycyclic compounds,0.69354497,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_34679,0.00883473553708441,0.0041043209628349,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34679.0"""",""""main.cluster index_upperinput"""":""""34679.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=117&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,6.9242,6.9242,0,N/A,N/A,23892470,39,34679,117,39,331.2631,1,331.2631,23892470,117,4,Organic compounds,1,Lipids and lipid-like molecules,1,Fatty Acyls,0.77777778,Fatty acids and conjugates,0.55555556,Very long-chain fatty acids,0.55555556,Aliphatic acyclic compounds,0.77777778,CCCCCC=CCC=CCC=CCC=CC=CCCCC(=O)O,missing,missing,CSIFingerID,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Very long-chain fatty acids
id_34692,0.0486798289508012,0.0107280888717491,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34692.0"""",""""main.cluster index_upperinput"""":""""34692.0""""}",This Node is a Singleton,N/A,N/A,N/A,5.9464,5.9464,0,N/A,N/A,111960100,43,34692,-1,43,520.315,2,260.6575,111960100,S2036,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_34697,0.0203234927248597,0.00822333183545163,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34697.0"""",""""main.cluster index_upperinput"""":""""34697.0""""}",This Node is a Singleton,N/A,N/A,N/A,5.9498,5.9498,0,N/A,N/A,107556900,41,34697,-1,41,561.3406,2,281.1703,107556900,S2037,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_34704,1.52159839328152e-05,0.00218198215183509,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""34704.0"""",""""main.cluster index_upperinput"""":""""34704.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=118&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,3.7666,3.7666,0,N/A,N/A,78438860,27,34704,118,27,386.2907,1,386.2907,78438860,118,85,Organic compounds,0.97647059,Benzenoids,0.40898693,Benzene and substituted derivatives,0.35828665,Benzoic acids and derivatives,0.35093371,Benzoic acid esters,0.35093371,Aromatic homomonocyclic compounds,0.35812325,CCCCC=CCCCCCC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O,missing,missing,CSIFingerID,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines
id_36470,1.60136850237281e-06,0.00116586335259219,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""36470.0"""",""""main.cluster index_upperinput"""":""""36470.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=118&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,3.6374,3.6374,0,N/A,N/A,109268800,23,36470,118,23,360.2751,1,360.2751,109268800,118,85,Organic compounds,0.97647059,Benzenoids,0.40898693,Benzene and substituted derivatives,0.35828665,Benzoic acids and derivatives,0.35093371,Benzoic acid esters,0.35093371,Aromatic homomonocyclic compounds,0.35812325,CCCCCCCCCC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O,missing,missing,CSIFingerID,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines
id_36475,0.00051464030474802,0.00232671709142297,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""36475.0"""",""""main.cluster index_upperinput"""":""""36475.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=118&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,3.7552,3.7552,0,N/A,N/A,355195400,35,36475,118,35,374.2906,1,374.2906,355195400,118,85,Organic compounds,0.97647059,Benzenoids,0.40898693,Benzene and substituted derivatives,0.35828665,Benzoic acids and derivatives,0.35093371,Benzoic acid esters,0.35093371,Aromatic homomonocyclic compounds,0.35812325,CCCCCCCCCCC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O,missing,missing,CSIFingerID,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines
id_36578,1.55105744942214e-05,0.0022250805856069,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""36578.0"""",""""main.cluster index_upperinput"""":""""36578.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,7.9416,7.9416,0,N/A,N/A,61221790,28,36578,20,28,631.3633,1,631.3633,61221790,20,8,Organic compounds,0.875,Lipids and lipid-like molecules,0.59821429,Prenol lipids,0.46428571,Terpene lactones,0.3125,Terpene lactones,0.17857143,Aliphatic heteropolycyclic compounds,0.43303571,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_36592,6.8463407820951e-05,0.00322768817706898,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""36592.0"""",""""main.cluster index_upperinput"""":""""36592.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=629&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,5.9441,5.9441,0,N/A,N/A,40816940,32,36592,629,32,708.3047,1,708.3047,40816940,629,15,Organic compounds,0.8,Lipids and lipid-like molecules,0.27111111,Prenol lipids,0.25444444,"",0.16111111,Macrolactams,0.09444444,Aromatic heteropolycyclic compounds,0.32777778,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D,#N/D
id_37,0.000571190767460165,0.00124019262391355,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""37.0"""",""""main.cluster index_upperinput"""":""""37.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=71&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,4.9693,4.9693,0,N/A,N/A,21712870000,67,37,71,67,457.4003,1,457.4003,21712870000,71,26,Organic compounds,0.96153846,Lipids and lipid-like molecules,0.75819597,Prenol lipids,0.59407814,Triterpenoids,0.35424298,Triterpenoids,0.35424298,Aliphatic homopolycyclic compounds,0.55595238,CCCCCCCCCCCCCCCC(=NCCOCCOCCN=C(CCC)O)O,missing,missing,CSIFingerID,unclassified,unclassified,unclassified,unclassified,unclassified
id_370,0.0050302488088682,0.00220228882132907,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""370.0"""",""""main.cluster index_upperinput"""":""""370.0""""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true,N/A,N/A,N/A,0.5194,0.5194,0,N/A,N/A,812047000,97,370,85,97,309.9745,1,309.9745,812047000,85,99,Organic compounds,0.62626263,Organoheterocyclic compounds,0.33272407,Indoles and derivatives,0.18434343,"",0.2843274,Indoles and derivatives,0.18181818,Aromatic heteropolycyclic compounds,0.27734087,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_371,0.00128583347324439,0.00130159709571474,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""371.0"""",""""main.cluster index_upperinput"""":""""371.0""""}",This Node is a Singleton,N/A,N/A,N/A,3.2013,3.2013,0,N/A,N/A,551199200,103,371,-1,103,301.0731,1,301.0731,551199200,S48,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,missing,missing,missing,missing,unclassified,unclassified,unclassified,unclassified,unclassified
id_381,0.00269703917468584,0.00181273138920338,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""381.0"""",""""main.cluster index_upperinput"""":""""381.0""""}",This Node is a Singleton,N/A,N/A,N/A,0.5176,0.5176,0,N/A,N/A,539488500,99,381,-1,99,311.9717,1,311.9717,539488500,S50,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,C1=C(C(=C(C=C1OC(=O)O)OC(=O)O)N)OC(=O)O,missing,missing,CSIFingerID,unclassified,unclassified,unclassified,unclassified,unclassified
