sampleid	ATTRIBUTE_MostAbundant	ATTRIBUTE_SampleType	ATTRIBUTE_Site_code	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
metabolite41761	CCA	Limu,CCA	M3,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""41761.0"",""main.cluster index_upperinput"":""41761.0""}"	This Node is a Singleton	N/A	N/A	N/A	4.906	4.906	0	N/A	N/A	8820549.096	9	-1	9	348.2188	1	348.2188	8820549.096
metabolite41835	CCA	Limu,CCA	M3,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""41835.0"",""main.cluster index_upperinput"":""41835.0""}"	This Node is a Singleton	N/A	N/A	N/A	4.8093	4.8093	0	N/A	N/A	5913568.787	6	-1	6	346.2028	1	346.2028	5913568.787
metabolite41838	CCA	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""41838.0"",""main.cluster index_upperinput"":""41838.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.2998	5.2998	0	N/A	N/A	14571437.48	15	-1	15	397.1992	1	397.1992	14571437.48
metabolite41844	CCA	Limu,CCA	M3,M6,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""41844.0"",""main.cluster index_upperinput"":""41844.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=842&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.8148	4.8148	0	N/A	N/A	6568559.292	9	842	9	259.1694	1	259.1694	6568559.292
metabolite4187	Limu	Limu	M3,M6,M4,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4187.0"",""main.cluster index_upperinput"":""4187.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.4685	5.4685	0	N/A	N/A	5877574.361	9	-1	9	278.2097	1	278.2097	5877574.361
metabolite41883	CCA	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""41883.0"",""main.cluster index_upperinput"":""41883.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.4635	5.4635	0	N/A	N/A	1735059.877	4	-1	4	373.1981	1	373.1981	1735059.877
metabolite4195	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4195.0"",""main.cluster index_upperinput"":""4195.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=208&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.9495	6.9495	0	N/A	N/A	188372251.5	52	208	52	297.2425	1	297.2425	188372251.5
metabolite41956	CCA	Limu,CCA	M3,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""41956.0"",""main.cluster index_upperinput"":""41956.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=409&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.3002	5.3002	0	N/A	N/A	134895253	7	409	7	309.1456	1	309.1456	134895253
metabolite41981	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""41981.0"",""main.cluster index_upperinput"":""41981.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.2203	5.2203	0	N/A	N/A	18730143.32	18	-1	18	375.2149	1	375.2149	18730143.32
metabolite41984	CCA	Limu,CCA	M3,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""41984.0"",""main.cluster index_upperinput"":""41984.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.5759	5.5759	0	N/A	N/A	1303724.445	4	-1	4	332.2242	1	332.2242	1303724.445
metabolite41989	Coral	Coral,Limu	M3,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""41989.0"",""main.cluster index_upperinput"":""41989.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=285&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.1944	7.1944	0	N/A	N/A	3256193.482	4	285	4	524.3934	1	524.3934	3256193.482
metabolite42009	CCA	Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42009.0"",""main.cluster index_upperinput"":""42009.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=111&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.3094	6.3094	0	N/A	N/A	20989426.44	15	111	15	333.2057	1	333.2057	20989426.44
metabolite42026	Coral	Coral,Limu,CCA,Blank	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42026.0"",""main.cluster index_upperinput"":""42026.0""}"	This Node is a Singleton	N/A	N/A	N/A	2.7237	2.7237	0	N/A	N/A	3899107.723	11	-1	11	599.4004	2	300.2002	3899107.723
metabolite42055	CCA	Limu,CCA	M3,M6,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42055.0"",""main.cluster index_upperinput"":""42055.0""}"	This Node is a Singleton	N/A	N/A	N/A	0.6974	0.6974	0	N/A	N/A	84539960.76	4	-1	4	239.0255	1	239.0255	84539960.76
metabolite42058	CCA	Coral,Limu,CCA	M3,M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42058.0"",""main.cluster index_upperinput"":""42058.0""}"	This Node is a Singleton	N/A	N/A	N/A	4.5533	4.5533	0	N/A	N/A	68533585.74	8	-1	8	361.2359	1	361.2359	68533585.74
metabolite42060	CCA	Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42060.0"",""main.cluster index_upperinput"":""42060.0""}"	This Node is a Singleton	N/A	N/A	N/A	0.5962	0.5962	0	N/A	N/A	166667704.1	12	-1	12	239.0262	1	239.0262	166667704.1
metabolite42067	CCA	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42067.0"",""main.cluster index_upperinput"":""42067.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=129&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	Spectral Match to Genipin from NIST14	0.867267	0.7882	0.7882	0	N/A	CCMSLIB00003137962	130854918.8	17	129	17	209.0807	1	209.0807	130854918.8
metabolite42108	CCA	Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42108.0"",""main.cluster index_upperinput"":""42108.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.1222	6.1222	0	N/A	N/A	2605143.295	7	-1	7	243.1368	1	243.1368	2605143.295
metabolite42109	CCA	Coral,Limu,CCA	M3,M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42109.0"",""main.cluster index_upperinput"":""42109.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.4395	7.4395	0	N/A	N/A	2623717.654	7	85	7	297.2386	1	297.2386	2623717.654
metabolite42150	CCA	Coral,Limu,CCA	M3,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42150.0"",""main.cluster index_upperinput"":""42150.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.3632	5.3632	0	N/A	N/A	103672686.8	11	-1	11	373.1993	1	373.1993	103672686.8
metabolite42157	CCA	Limu,CCA	M3,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42157.0"",""main.cluster index_upperinput"":""42157.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=62&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.0389	6.0389	0	N/A	N/A	500703259.3	10	62	10	271.1692	1	271.1692	500703259.3
metabolite42162	Coral	Coral,CCA	M3,M6,M4,M5,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42162.0"",""main.cluster index_upperinput"":""42162.0""}"	This Node is a Singleton	N/A	N/A	N/A	0.5964	0.5964	0	N/A	N/A	53575759.46	4	-1	4	491.3052	1	491.3052	53575759.46
metabolite42165	Coral	Coral,CCA	M3,M6,M4,M5,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42165.0"",""main.cluster index_upperinput"":""42165.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=103&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	0.5976	0.5976	0	N/A	N/A	12744659.84	5	103	5	374.2264	1	374.2264	12744659.84
metabolite42170	Coral	Coral,CCA	M3,M6,M4,M5,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42170.0"",""main.cluster index_upperinput"":""42170.0""}"	This Node is a Singleton	N/A	N/A	N/A	0.6004	0.6004	0	N/A	N/A	8589721.368	4	-1	4	442.2137	1	442.2137	8589721.368
metabolite42173	CCA	Coral,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42173.0"",""main.cluster index_upperinput"":""42173.0""}"	This Node is a Singleton	InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)	N,N-DIMETHYLARGININE	0.716375	0.59	0.59	0	CN(C)C(=NCCCC(C(=O)O)N)N	CCMSLIB00005464446	14641699.37	7	-1	7	203.1509	1	203.1509	14641699.37
metabolite42174	Coral	Coral	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42174.0"",""main.cluster index_upperinput"":""42174.0""}"	This Node is a Singleton	N/A	N/A	N/A	8.2581	8.2581	0	N/A	N/A	21316513.89	13	-1	13	701.4516	1	701.4516	21316513.89
metabolite42177	Coral	Coral,Limu,CCA,Blank	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42177.0"",""main.cluster index_upperinput"":""42177.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=26&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	0.6413	0.6413	0	N/A	N/A	18745132.35	8	26	8	188.0921	1	188.0921	18745132.35
metabolite42179	Coral	Coral	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42179.0"",""main.cluster index_upperinput"":""42179.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.9907	6.9907	0	N/A	N/A	3186516.733	4	-1	4	394.2723	1	394.2723	3186516.733
metabolite42191	Coral	Coral,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42191.0"",""main.cluster index_upperinput"":""42191.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.8249	6.8249	0	N/A	N/A	15485274.89	8	-1	8	379.2848	1	379.2848	15485274.89
metabolite42193	CCA	Coral,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42193.0"",""main.cluster index_upperinput"":""42193.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=299&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.9725	4.9725	0	N/A	N/A	237702010.1	15	299	15	199.988	1	199.988	237702010.1
metabolite42197	Coral	Coral	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42197.0"",""main.cluster index_upperinput"":""42197.0""}"	This Node is a Singleton	N/A	N/A	N/A	7.6488	7.6488	0	N/A	N/A	9928806.815	7	-1	7	395.3311	1	395.3311	9928806.815
metabolite42203	Coral	Coral,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42203.0"",""main.cluster index_upperinput"":""42203.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=277&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.8756	6.8756	0	N/A	N/A	16778964.26	9	277	9	379.2838	1	379.2838	16778964.26
metabolite42205	Coral	Coral	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42205.0"",""main.cluster index_upperinput"":""42205.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.9076	7.9076	0	N/A	N/A	5204634.001	5	9	5	342.3004	1	342.3004	5204634.001
metabolite42206	Coral	Coral	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42206.0"",""main.cluster index_upperinput"":""42206.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.369	7.369	0	N/A	N/A	3399315.817	4	9	4	390.3005	1	390.3005	3399315.817
metabolite42208	Coral	Coral	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42208.0"",""main.cluster index_upperinput"":""42208.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	8.1873	8.1873	0	N/A	N/A	4383957.276	4	9	4	368.3162	1	368.3162	4383957.276
metabolite42210	Coral	Coral,Limu,CCA	M3,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42210.0"",""main.cluster index_upperinput"":""42210.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=225&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	Spectral Match to L-Tryptophan from NIST14	0.93543	2.0707	2.0707	0	N/A	CCMSLIB00003137628	68373459.65	13	225	13	205.0974	1	205.0974	68373459.65
metabolite42211	Coral	Coral	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42211.0"",""main.cluster index_upperinput"":""42211.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	InChI=1S/C25H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-17-20-24(27)26-23(25(28)29)21-22-18-15-14-16-19-22/h7-8,14-16,18-19,23H,2-6,9-13,17,20-21H2,1H3,(H,26,27)(H,28,29)/b8-7-/t23-/m0/s1	(Z)-N-hexadec-9-enoyl-L-phenylalanine 	0.952873	8.1931	8.1931	0	O=C(N[C@@H](CC1=CC=CC=C1)C(O)=O)CCCCCCC/C=C\CCCCCC	CCMSLIB00004684204	6148510.589	5	9	5	402.3006	1	402.3006	6148510.589
metabolite42213	Coral	Coral	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42213.0"",""main.cluster index_upperinput"":""42213.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.4658	6.4658	0	N/A	N/A	1793419.2	3	-1	3	368.2589	1	368.2589	1793419.2
metabolite42220	Coral	Coral	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42220.0"",""main.cluster index_upperinput"":""42220.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.9283	7.9283	0	N/A	N/A	4856578.073	5	9	5	376.2838	1	376.2838	4856578.073
metabolite42223	Coral	Coral	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42223.0"",""main.cluster index_upperinput"":""42223.0""}"	This Node is a Singleton	N/A	N/A	N/A	9.961	9.961	0	N/A	N/A	5617830.124	5	-1	5	411.3259	1	411.3259	5617830.124
metabolite42234	CCA	Coral,CCA	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42234.0"",""main.cluster index_upperinput"":""42234.0""}"	This Node is a Singleton	N/A	N/A	N/A	0.8182	0.8182	0	N/A	N/A	6378973.233	4	-1	4	294.1547	1	294.1547	6378973.233
metabolite42237	CCA	Coral,CCA	M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42237.0"",""main.cluster index_upperinput"":""42237.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=715&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	0.8045	0.8045	0	N/A	N/A	11248296.75	5	715	5	176.0659	1	176.0659	11248296.75
metabolite42238	Coral	Coral,CCA	M3,M6,M4,M5,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42238.0"",""main.cluster index_upperinput"":""42238.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=103&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	0.582	0.582	0	N/A	N/A	14306491.39	5	103	5	248.2084	1	248.2084	14306491.39
metabolite42242	Coral	Coral	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42242.0"",""main.cluster index_upperinput"":""42242.0""}"	This Node is a Singleton	N/A	N/A	N/A	8.2556	8.2556	0	N/A	N/A	6915104.617	6	-1	6	717.4194	1	717.4194	6915104.617
metabolite42244	Coral	Coral	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42244.0"",""main.cluster index_upperinput"":""42244.0""}"	This Node is a Singleton	N/A	N/A	N/A	8.9304	8.9304	0	N/A	N/A	3362859.686	5	-1	5	351.2266	1	351.2266	3362859.686
metabolite42246	CCA	Coral,CCA	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42246.0"",""main.cluster index_upperinput"":""42246.0""}"	This Node is a Singleton	N/A	N/A	N/A	3.2369	3.2369	0	N/A	N/A	69945329.3	8	-1	8	307.1155	1	307.1155	69945329.3
metabolite42263	Coral	Coral	M3,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42263.0"",""main.cluster index_upperinput"":""42263.0""}"	This Node is a Singleton	N/A	N/A	N/A	9.2667	9.2667	0	N/A	N/A	11854221.45	13	-1	13	377.2421	1	377.2421	11854221.45
metabolite42271	Coral	Coral	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42271.0"",""main.cluster index_upperinput"":""42271.0""}"	This Node is a Singleton	N/A	N/A	N/A	9.2665	9.2665	0	N/A	N/A	19508455.48	19	-1	19	513.217	1	513.217	19508455.48
metabolite42272	CCA	Coral,Limu,CCA	M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42272.0"",""main.cluster index_upperinput"":""42272.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=147&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	Spectral Match to Inosine from NIST14	0.963418	0.9009	0.9009	0	N/A	CCMSLIB00003134750	27086818.03	8	147	8	269.0871	1	269.0871	27086818.03
metabolite42274	Limu	Coral,Limu	M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42274.0"",""main.cluster index_upperinput"":""42274.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=147&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	0.8897	0.8897	0	N/A	N/A	4260967.643	5	147	5	368.0513	1	368.0513	4260967.643
metabolite42281	Coral	Coral,Limu	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42281.0"",""main.cluster index_upperinput"":""42281.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=715&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	0.7	0.7	0	N/A	N/A	2428898.655	6	715	6	176.0661	1	176.0661	2428898.655
metabolite42287	Coral	Coral,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42287.0"",""main.cluster index_upperinput"":""42287.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.3053	7.3053	0	N/A	N/A	6400951.474	8	30	8	525.143	1	525.143	6400951.474
metabolite42288	Coral	Coral	M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""42288.0"",""main.cluster index_upperinput"":""42288.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.0869	5.0869	0	N/A	N/A	1851652.647	3	-1	3	371.2771	1	371.2771	1851652.647
