"","featureID","p_val","sum_sq","f_val","tuk_Coral_CCA_diff","tuk_Coral_CCA_p","tuk_Limu_CCA_diff","tuk_Limu_CCA_p","tuk_Limu_Coral_diff","tuk_Limu_Coral_p","adj_p_val","Limu_MA","Coral_MA","CCA_MA","sample_type_DA","CCA","Coral","Limu","MeanDecreaseAccuracy","MeanDecreaseGini","RF_selection","LM_selection","X","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","LibraryID","MQScore","RTConsensus","RTMean","RTStdErr","Smiles","SpectrumID","SumPeakIntensity","UniqueFileSourcesCount","cluster.index","componentindex","number.of.spectra","parent.mass","precursor.charge","precursor.mass","sum.precursor.intensity.","MolNetEnhancer_CF_componentindex","MolNetEnhancer_CF_NrNodes","MolNetEnhancer_CF_kingdom","MolNetEnhancer_CF_kingdom_score","MolNetEnhancer_CF_superclass","MolNetEnhancer_CF_superclass_score","MolNetEnhancer_CF_class","MolNetEnhancer_CF_class_score","MolNetEnhancer_CF_subclass","MolNetEnhancer_CF_subclass_score","MolNetEnhancer_CF_Dparent","MolNetEnhancer_CF_Dparent_score","MolNetEnhancer_CF_MFramework","MolNetEnhancer_CF_MFramework_score","Qemistree_csi_smiles","Qemistree_ms2_smiles","Qemistree_ms2_library_match","Qemistree_structure_source","Qemistree_kingdom","Qemistree_superclass","Qemistree_class","Qemistree_subclass","Qemistree_direct_parent"
"45","id_24367",1.98745740110881e-15,274.3710619528,48.4020277093388,3.59433258918486,1.21459398094714e-10,0.862364261413169,0.129053810417842,-2.73196832777169,1.99847900450578e-08,3.81118616869771e-13,0.11016222858185,2.84213055635355,-0.752202032831319,"Coral",0.00240399012751954,0.000853146853146853,0.000163636363636364,0.00118947198312523,0.116668898119519,"Important","Significant","id_24367","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""24367.0"""",""""main.cluster index_upperinput"""":""""24367.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=114&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",6.5492,6.5492,0,"N/A","N/A",38836430,39,24367,114,39,329.2477,1,329.2477,38836430,"114",42,"Organic compounds",1,"Lipids and lipid-like molecules",0.86692177,"Prenol lipids",0.44030612,"Diterpenoids",0.26193311,"Diterpenoids",0.25172902,"Aromatic homopolycyclic compounds",0.29532313,"CC12CCC3=C4CCCC=C4CCC3C2CCC1CCCC(=O)O","missing","missing","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified"
"46","id_24486",9.87895955433415e-47,878.24577056897,365.983189206558,5.96185059598188,1.21427090604698e-10,0.0506200790264314,0.983009923000111,-5.91123051695545,1.21427090604698e-10,3.97825701253036e-43,-0.539487078242395,5.37174343871306,-0.590107157268826,"Coral",0.0100704506278036,0.0174207073628126,0.011534632034632,0.0132130424423701,1.0081724223935,"Important","Significant","id_24486","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""24486.0"""",""""main.cluster index_upperinput"""":""""24486.0""""}","This Node is a Singleton","N/A","Spectral Match to cis-7,10,13,16-Docosatetraenoic acid from NIST14","0.87671",9.2636,9.2636,0,"N/A","CCMSLIB00003138871",221083700,45,24486,-1,45,333.2788,1,333.2788,221083700,"S1453",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)O","missing","Spectral Match to cis-7,10,13,16-Docosatetraenoic acid from NIST14","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids"
"47","id_24662",2.1309246566416e-24,586.909419450716,98.7300220906227,5.1515731024296,1.21427312649303e-10,0.861570366668759,0.142074247465261,-4.29000273576084,1.21457954804782e-10,8.17260342123404e-22,0.290797589798742,4.58080032555958,-0.570772776870017,"Coral",0.00128333333333333,0.0047228986699575,0.00256947496947497,0.00292344463137432,0.341328598599752,"Important","Significant","id_24662","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""24662.0"""",""""main.cluster index_upperinput"""":""""24662.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=30&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",8.2569,8.2569,0,"N/A","N/A",107840500,46,24662,30,46,577.1743,1,577.1743,107840500,"30",15,"Organic compounds",1,"Phenylpropanoids and polyketides",0.44476191,"Flavonoids",0.27812169,"Flavonoid glycosides",0.20701058,"Phenolic glycosides",0.07962963,"Aromatic heteropolycyclic compounds",0.69354497,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"48","id_24743",1.73682239029184e-14,296.00686214201,44.2268984351628,3.64203080436197,1.21564203148239e-10,0.555702041887246,0.48039967628421,-3.08632876247473,6.27083573956355e-09,2.74281716302166e-12,-0.271641502880153,2.81468725959458,-0.8273435447674,"Coral",0.00205311355311355,0.000669172932330827,5e-04,0.0011578111946533,0.107387387042668,"Important","Significant","id_24743","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""24743.0"""",""""main.cluster index_upperinput"""":""""24743.0""""}","This Node is a Singleton","N/A","N/A","N/A",7.5259,7.5259,0,"N/A","N/A",44021050,31,24743,-1,31,441.2416,1,441.2416,44021050,"S1475",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"CCCCCS(=O)(=O)CC(=NCC1=CC=CC(=C1)OCCN(C)C2CCOCC2)O","missing","missing","CSIFingerID","Organic compounds","Benzenoids","Phenol ethers","unclassified","Phenol ethers"
"49","id_24792",1.07423788358583e-14,318.26801761122,45.1366807345403,3.82269476410789,1.21495036253805e-10,0.738427370715283,0.295062474686844,-3.0842673933926,1.39817888378246e-08,1.76569630906128e-12,0.169909660367827,3.25417705376043,-0.568517710347456,"Coral",0.00128376068376068,0.002,0.00106666666666667,0.00159657847501236,0.204066648487183,"Important","Significant","id_24792","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""24792.0"""",""""main.cluster index_upperinput"""":""""24792.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=146&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14","0.990101",6.6471,6.6471,0,"N/A","CCMSLIB00003135716",65275610,42,24792,146,42,546.3539,1,546.3539,65275610,"146",29,"Organic compounds",0.96551724,"Lipids and lipid-like molecules",0.54125616,"Prenol lipids",0.23608374,"Glycerophosphocholines",0.14827586,"Triterpenoids",0.11625616,"Aromatic heteropolycyclic compounds",0.29716749,"CCC(C)C(C(=NC(CC(C(CC1=CC=CC=C1)N=C(CCC(=O)OC)O)O)C2CCCCC2)O)N=C(C)O","missing","Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14","CSIFingerID","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenethylamines","Amphetamines and derivatives"
"50","id_249",8.14304164481295e-09,188.594715147418,22.56952345933,2.61888014244294,3.92441279917222e-07,3.10001342566809,2.47509295725479e-07,0.481133283225144,0.629051462132534,3.24151439187278e-07,6.55191847868361,6.07078519545847,3.45190505301552,"CoralLimu",0.00247335801453449,0.000294152046783626,0.0024034299034299,0.00167294342108584,0.154174073314093,"Important","Significant","id_249","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""249.0"""",""""main.cluster index_upperinput"""":""""249.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=812&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.544,0.544,0,"N/A","N/A",836295400,90,249,812,90,386.9246,1,386.9246,836295400,"812",7,"Organic compounds",0.42857143,"Benzenoids",0.16666667,"Coumarins and derivatives",0.14285714,"",0.14285714,"Coumarins and derivatives",0.14285714,"Aromatic heteropolycyclic compounds",0.14285714,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"51","id_24945",2.8152829807399e-15,231.074442031243,47.7191235811669,3.20684670535878,1.2147816086383e-10,0.454481014457914,0.50748307884618,-2.75236569090086,1.47825440777183e-09,5.27309049462306e-13,-0.372862530309485,2.37950316059138,-0.8273435447674,"Coral",0.00312017394370336,0.00253121094591683,0.00107070707070707,0.00238794358365925,0.285347087248522,"Important","Significant","id_24945","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""24945.0"""",""""main.cluster index_upperinput"""":""""24945.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=317&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",7.4243,7.4243,0,"N/A","N/A",26152720,32,24945,317,32,403.2848,1,403.2848,26152720,"317",3,"Organic compounds",1,"Lipids and lipid-like molecules",0.47777778,"Organooxygen compounds",0.17777778,"Carbohydrates and carbohydrate conjugates",0.17777778,"C-glycosyl compounds",0.17777778,"Aliphatic homopolycyclic compounds",0.3,"CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(CO)O","missing","missing","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Glycerolipids","Monoradylglycerols","1-monoacylglycerols"
"52","id_2520",1.70100115418211e-14,303.614350301021,44.2661808432789,3.92773122753871,1.21462839786091e-10,2.17848021379148,5.68532678191236e-05,-1.74925101374723,0.00105064195579441,2.73997265915654e-12,2.45116772020512,4.20041873395235,0.272687506413645,"CoralLimu",0.00379847652347652,0.00297059607059607,-0.000238095238095238,0.00234347768065581,0.32271208601613,"Important","Significant","id_2520","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""2520.0"""",""""main.cluster index_upperinput"""":""""2520.0""""}","This Node is a Singleton","N/A","Spectral Match to 9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid from NIST14","0.879058",7.3033,7.3033,0,"N/A","CCMSLIB00003135658",152346400,69,2520,-1,69,277.2164,1,277.2164,152346400,"S209",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"CCC=CCC=CCC=CCC=CCCCCC(=O)O","missing","Spectral Match to 9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid from NIST14","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives"
"53","id_25235",1.15747877580581e-25,639.166861919508,107.6520940036,5.26555222488275,1.21427312649303e-10,0.542395283112329,0.455322984881859,-4.72315694177043,1.21445964396116e-10,4.66116703016999e-23,-0.284948261655071,4.43820868011536,-0.8273435447674,"Coral",0.00322394598865187,0.00258092062736026,0.00291666666666667,0.00273301045406309,0.241187582254117,"Important","Significant","id_25235","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25235.0"""",""""main.cluster index_upperinput"""":""""25235.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=117&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",7.1048,7.1048,0,"N/A","N/A",162224200,39,25235,117,39,331.2633,1,331.2633,162224200,"117",4,"Organic compounds",1,"Lipids and lipid-like molecules",1,"Fatty Acyls",0.77777778,"Fatty acids and conjugates",0.55555556,"Very long-chain fatty acids",0.55555556,"Aliphatic acyclic compounds",0.77777778,"CCC=CCCC=CCC=CCC=CCC=CCCCCC(=O)O","missing","missing","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified"
"54","id_25238",3.09127731813573e-12,290.297650740747,34.9507553861978,3.62087116592094,1.33767108501104e-10,0.598355099787002,0.503897310661331,-3.02251606613393,2.36987599988581e-07,3.03623750247136e-10,0.0483181139102062,3.07083418004414,-0.550036985876796,"Coral",0.0023018648018648,0.00175079365079365,0.0013,0.00189186920790348,0.178611639992582,"Important","Significant","id_25238","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25238.0"""",""""main.cluster index_upperinput"""":""""25238.0""""}","This Node is a Singleton","N/A","N/A","N/A",7.48,7.48,0,"N/A","N/A",118202000,38,25238,-1,38,425.2662,1,425.2662,118202000,"S1523",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"55","id_25695",6.35251854227689e-15,393.947513181506,46.1415424593154,3.1086519475647,4.34846270103151e-09,-1.6751101672144,0.0071801576198226,-4.7837621147791,1.21490817406311e-10,1.11224313781518e-12,-0.052611621171855,4.73115049360725,1.62249854604254,"CoralCCA",5e-04,0.00271934322986955,0.00161111111111111,0.00147058937396097,0.172734605713792,"Important","Significant","id_25695","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25695.0"""",""""main.cluster index_upperinput"""":""""25695.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",6.391,6.391,0,"N/A","N/A",136159600,62,25695,5,62,496.3768,1,496.3768,136159600,"5",14,"Organic compounds",1,"Lipids and lipid-like molecules",0.72619048,"Glycerophospholipids",0.26360544,"Glycerophosphocholines",0.26360544,"Monoalkylglycerophosphocholines",0.21938775,"Aliphatic acyclic compounds",0.26360544,"CCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O","missing","missing","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Monoalkylglycerophosphocholines"
"56","id_25696",7.35958598485911e-32,1370.42842365752,159.716662051315,6.8459315276118,1.21427090604698e-10,-1.29654910231986,0.0488957009383579,-8.14248062993166,1.21427090604698e-10,5.92741055220553e-29,-0.0208670644084275,8.12161356552324,1.27568203791143,"CoralCCA",0.00460717468805704,0.00912237305178482,0.00231776556776557,0.00589343965809202,0.467140315694531,"Important","Significant","id_25696","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25696.0"""",""""main.cluster index_upperinput"""":""""25696.0""""}","This Node is a Singleton","N/A","Spectral Match to Lyso-PAF C-18 from NIST14","0.954338",6.8909,6.8909,0,"N/A","CCMSLIB00003139930",2748890000,63,25696,-1,63,510.3927,1,510.3927,2748890000,"S1559",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O","missing","Spectral Match to Lyso-PAF C-18 from NIST14","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Monoalkylglycerophosphocholines"
"57","id_25739",3.17165549140453e-11,249.103446364884,31.0857025999762,3.28057493119764,3.66469854462537e-10,0.318670166117483,0.816404932037637,-2.96190476508015,2.51675668305751e-07,2.55445133277721e-09,-0.0958089633403783,2.86609580173978,-0.414479129457861,"Coral",0.00133653846153846,0.00145534424296034,0.00205952380952381,0.00139793621013133,0.239329517579994,"Important","Significant","id_25739","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25739.0"""",""""main.cluster index_upperinput"""":""""25739.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=243&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",6.1514,6.1514,0,"N/A","N/A",69185640,35,25739,243,35,508.3771,1,508.3771,69185640,"243",7,"Organic compounds",0.71428571,"Lipids and lipid-like molecules",0.45102041,"Prenol lipids",0.25714286,"",0.11428571,"Macrolactams",0.11428571,"Aromatic heteropolycyclic compounds",0.29795918,"CCCCCCCCC=CCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O","missing","missing","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Monoalkylglycerophosphocholines"
"58","id_25755",3.00458557220585e-37,1132.61459663886,218.790746095702,6.71213178803266,1.21427090604698e-10,-0.0900753688198288,0.975164028463756,-6.80220715685249,1.21427090604698e-10,4.83978643970919e-34,-0.361979777983467,6.44022737886902,-0.271904409163638,"Coral",0.00751884781884782,0.0135919888762768,0.00592041847041847,0.00946733864764836,0.851797865326161,"Important","Significant","id_25755","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25755.0"""",""""main.cluster index_upperinput"""":""""25755.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=146&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","Spectral Match to Lyso-PAF C-18 from NIST14","0.935057",6.8914,6.8914,0,"N/A","CCMSLIB00003137258",616428300,49,25755,146,49,532.3744,1,532.3744,616428300,"146",29,"Organic compounds",0.96551724,"Lipids and lipid-like molecules",0.54125616,"Prenol lipids",0.23608374,"Glycerophosphocholines",0.14827586,"Triterpenoids",0.11625616,"Aromatic heteropolycyclic compounds",0.29716749,"CCCCCCCCCCCCCCCC(=NCC(=NC(C)C(=NC(CC1=CC=CC=C1)C(=O)O)O)O)O","missing","Spectral Match to Lyso-PAF C-18 from NIST14","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified"
"59","id_25758",1.35906213990268e-18,463.5654756927,63.8427080521427,4.53186445157173,1.2144840688677e-10,0.610437361899938,0.44284327785198,-3.9214270896718,1.26963883850806e-10,3.90924516956294e-16,-0.0494919742813712,3.87193511539043,-0.659929336181309,"Coral",0.00237545787545788,0.000917857142857143,0.00225252525252525,0.00164963194700037,0.175024051734155,"Important","Significant","id_25758","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25758.0"""",""""main.cluster index_upperinput"""":""""25758.0""""}","This Node is a Singleton","N/A","N/A","N/A",8.2599,8.2599,0,"N/A","N/A",69980330,39,25758,-1,39,645.1619,1,645.1619,69980330,"S1569",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"60","id_25774",2.22060600531948e-18,464.995817210245,62.7302769970599,4.34164625853149,1.21452625734264e-10,0.0460279496773267,0.995423095768446,-4.29561830885417,1.21644250228314e-10,6.1671588851183e-16,-0.64942017945143,3.64619812940274,-0.695448129128756,"Coral",0.0030047619047619,0.00360397184514832,0,0.00238215233873412,0.183244097452548,"Important","Significant","id_25774","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25774.0"""",""""main.cluster index_upperinput"""":""""25774.0""""}","This Node is a Singleton","N/A","N/A","N/A",8.2564,8.2564,0,"N/A","N/A",153756400,33,25774,-1,33,723.4338,1,723.4338,153756400,"S1574",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"61","id_25788",1.35403102123614e-15,348.873428237193,49.160208678337,3.81431571716992,1.21506360528656e-10,0.182553126070387,0.927465427065309,-3.63176259109954,1.88715598703482e-10,2.72634146125896e-13,-0.458093241192719,3.17366934990682,-0.640646367263106,"Coral",0.00353595342565931,0.0030249742002064,0.00271825396825397,0.00304351843555951,0.266545915986718,"Important","Significant","id_25788","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25788.0"""",""""main.cluster index_upperinput"""":""""25788.0""""}","This Node is a Singleton","N/A","N/A","N/A",8.2565,8.2565,0,"N/A","N/A",82226460,34,25788,-1,34,311.2367,1,311.2367,82226460,"S1579",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"CC(=CC=O)C=CC=C(C)C1=CC2=C(C)CCCC2(C)CCC1","missing","missing","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified"
"62","id_25789",2.18195187445862e-33,1055.83295029508,175.005482860161,6.35400354109233,1.21427090604698e-10,-0.392105269458712,0.665805967121758,-6.74610881055104,1.21427090604698e-10,1.9526044885433e-30,-0.433945890529842,6.3121629200212,-0.0418406210711306,"Coral",0.00596846764346764,0.0101742346061232,0.005848556998557,0.00775993427399673,0.676758647586969,"Important","Significant","id_25789","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25789.0"""",""""main.cluster index_upperinput"""":""""25789.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=629&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",5.9445,5.9445,0,"N/A","N/A",597598800,50,25789,629,50,572.33,1,572.33,597598800,"629",15,"Organic compounds",0.8,"Lipids and lipid-like molecules",0.27111111,"Prenol lipids",0.25444444,"",0.16111111,"Macrolactams",0.09444444,"Aromatic heteropolycyclic compounds",0.32777778,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"63","id_25800",5.63673465712501e-12,300.519896055787,33.936228754061,3.5976193252742,1.74574799061133e-10,0.333189208961286,0.818181262048981,-3.26443011631291,7.1499324461044e-08,5.34097187393939e-10,-0.43214318036692,2.83228693594599,-0.765332389328206,"Coral",0.00114285714285714,0.000949206349206349,0.00135120435120435,0.00105714285714286,0.085738967413662,"Important","Significant","id_25800","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25800.0"""",""""main.cluster index_upperinput"""":""""25800.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1042&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",5.9085,5.9085,0,"N/A","N/A",128835500,29,25800,1042,29,440.314,1,440.314,128835500,"1042",4,"Organic compounds",1,"Lipids and lipid-like molecules",0.44047619,"Prenol lipids",0.2797619,"Monoterpenoids",0.20238095,"Aromatic monoterpenoids",0.20238095,"Aromatic heteromonocyclic compounds",0.39880952,"CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCCN)O","missing","missing","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Monoalkylglycerophosphoethanolamines"
"64","id_25864",6.76665955264555e-14,257.118898092458,41.6985604389637,3.22422245469837,1.24792065570034e-10,0.0232822200338426,0.998589916522684,-3.20094023466452,6.13720740894053e-10,9.08311267283454e-12,-0.666835273934783,2.53410496072974,-0.690117493968625,"Coral",0.00203939393939394,0.00311433664374841,0.000678787878787879,0.00208823529411765,0.186477288745079,"Important","Significant","id_25864","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""25864.0"""",""""main.cluster index_upperinput"""":""""25864.0""""}","This Node is a Singleton","N/A","N/A","N/A",8.2574,8.2574,0,"N/A","N/A",40142820,29,25864,-1,29,385.1676,1,385.1676,40142820,"S1583",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"65","id_26",8.79848894082231e-14,18.127131128373,41.2182723345119,0.717173557036025,2.6337569902779e-09,1.04092092384406,1.22115428879965e-10,0.323747366808032,0.0221166722448307,1.14295209563521e-11,9.04465377977363,8.7209064129656,8.00373285592958,"CoralLimu",0.00314512987012987,0.000459109311740891,0.00303333333333333,0.00185013514177601,0.239641600650049,"Important","Significant","id_26","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""26.0"""",""""main.cluster index_upperinput"""":""""26.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5185,0.5185,0,"N/A","N/A",10622730000,115,26,85,115,151.0354,1,151.0354,10622730000,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"C1=NC(=N[C](C1O)N)O","missing","missing","CSIFingerID","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Pyrimidones"
"66","id_260",5.42268897038446e-09,363.666892630113,23.1620238088809,2.96813367916008,2.48483448339609e-05,4.79386651693197,8.47541636872506e-09,1.82573283777189,0.0329379999260997,2.26291901385888e-07,6.75549158152194,4.92975874375005,1.96162506458997,"CoralLimu",0.00425246904797988,-0.00024780701754386,0.00841132756132756,0.00326003894486232,0.368613621628877,"Important","Significant","id_260","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""260.0"""",""""main.cluster index_upperinput"""":""""260.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5209,0.5209,0,"N/A","N/A",1273787000,72,260,85,72,400.9412,1,400.9412,1273787000,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
