sample_id,sample_barcode,DNA_barcode,collection_label,analysis,project,site_code,site_name,distance,collection_date,collection_time,sample_type,habitat,host,trophic,site_type,metadata,lat,long,lat.long,processing,notes,rainfall,elevation,shore_dist,shore_dist_Range
WMEA_02192_No_7,02192,2193,Water,MS,SuperTransect,7,STDrumRoadMauka7,600m,20190618,14:13,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.61912903,-158.010097,21.61912903|-158.010097,Ship to Dorrestein lab,,2163.144043,196.3516693,6023.158215,5to6km
WMEA_02194_No_7,02194,2195,Sediment,MS,SuperTransect,7,STDrumRoadMauka7,600m,20190618,14:13,Sediment,Riverine,Nonhost,Environmental,Transect,,21.61912903,-158.010097,21.61912903|-158.010097,Ship to Dorrestein lab,,2163.144043,196.3516693,6023.158215,5to6km
WMEA_02196_No_8,02196,2197,SoilShallow,MS,SuperTransect,8,STDrumRoadMauka8,700m,20190618,14:26,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.61834398,-158.009737,21.61834398|-158.009737,Ship to Dorrestein lab,,2160.97998,201.0344238,6092.111567,5to6km
WMEA_02198_No_8,02198,2199,SoilDeep,MS,SuperTransect,8,STDrumRoadMauka8,700m,20190618,14:26,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.61834398,-158.009737,21.61834398|-158.009737,Ship to Dorrestein lab,,2160.97998,201.0344238,6092.111567,5to6km
WMEA_02200_No_8,02200,2201,Water,MS,SuperTransect,8,STDrumRoadMauka8,700m,20190618,14:26,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.61834398,-158.009737,21.61834398|-158.009737,Ship to Dorrestein lab,,2160.97998,201.0344238,6092.111567,5to6km
WMEA_02202_No_8,02202,2203,Sediment,MS,SuperTransect,8,STDrumRoadMauka8,700m,20190618,14:26,Sediment,Riverine,Nonhost,Environmental,Transect,,21.61834398,-158.009737,21.61834398|-158.009737,Ship to Dorrestein lab,,2160.97998,201.0344238,6092.111567,5to6km
WMEA_02204_No_9,02204,2205,SoilShallow,MS,SuperTransect,9,STDrumRoadMauka9,800m,20190618,14:50,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.61748702,-158.009308,21.61748702|-158.009308,Ship to Dorrestein lab,,2160.97998,203.6439209,6171.549698,5to6km
WMEA_02206_No_9,02206,2207,SoilDeep,MS,SuperTransect,9,STDrumRoadMauka9,800m,20190618,14:50,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.61748702,-158.009308,21.61748702|-158.009308,Ship to Dorrestein lab,,2160.97998,203.6439209,6171.549698,5to6km
WMEA_02208_No_9,02208,2209,Water,MS,SuperTransect,9,STDrumRoadMauka9,800m,20190618,14:50,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.61748702,-158.009308,21.61748702|-158.009308,Ship to Dorrestein lab,,2160.97998,203.6439209,6171.549698,5to6km
WMEA_02210_No_9,02210,2211,Sediment,MS,SuperTransect,9,STDrumRoadMauka9,800m,20190618,14:50,Sediment,Riverine,Nonhost,Environmental,Transect,,21.61748702,-158.009308,21.61748702|-158.009308,Ship to Dorrestein lab,,2160.97998,203.6439209,6171.549698,5to6km
WMEA_02212_No_1,02212,2213,SoilShallow,MS,SuperTransect,1,STSummit1,0m,20190621,13:15,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59049,-157.954987,21.59049|-157.954987,Ship to Dorrestein lab,,4599.393066,681.2423706,12535.63063,12km
WMEA_02214_No_1,02214,2215,SoilDeep,MS,SuperTransect,1,STSummit1,0m,20190621,13:15,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59049,-157.954987,21.59049|-157.954987,Ship to Dorrestein lab,,4599.393066,681.2423706,12535.63063,12km
WMEA_02216_No_1,02216,3442,Water,MS,SuperTransect,1,STSummit1,0m,20190621,13:15,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59049,-157.954987,21.59049|-157.954987,Ship to Dorrestein lab,,4599.393066,681.2423706,12535.63063,12km
WMEA_02218_No_1,02218,2219,Sediment,MS,SuperTransect,1,STSummit1,0m,20190621,13:15,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59049,-157.954987,21.59049|-157.954987,Ship to Dorrestein lab,,4599.393066,681.2423706,12535.63063,12km
WMEA_02220_No_2,02220,2221,SoilShallow,MS,SuperTransect,2,STSummit2,100m,20190621,13:00,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59088797,-157.955948,21.59088797|-157.955948,Ship to Dorrestein lab,,4562.088867,672.9346313,12426.89225,12km
WMEA_02222_No_2,02222,2223,SoilDeep,MS,SuperTransect,2,STSummit2,100m,20190621,13:00,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59088797,-157.955948,21.59088797|-157.955948,Ship to Dorrestein lab,,4562.088867,672.9346313,12426.89225,12km
WMEA_02224_No_2,02224,3431,Water,MS,SuperTransect,2,STSummit2,100m,20190621,13:00,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59088797,-157.955948,21.59088797|-157.955948,Ship to Dorrestein lab,,4562.088867,672.9346313,12426.89225,12km
WMEA_02226_No_2,02226,2227,Sediment,MS,SuperTransect,2,STSummit2,100m,20190621,13:00,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59088797,-157.955948,21.59088797|-157.955948,Ship to Dorrestein lab,,4562.088867,672.9346313,12426.89225,12km
WMEA_02228_No_3,02228,2229,SoilShallow,MS,SuperTransect,3,STSummit3,200m,20190621,12:45,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59180101,-157.956065,21.59180101|-157.956065,Ship to Dorrestein lab,,4493.687988,662.5482178,12371.4897,12km
WMEA_02230_No_3,02230,2231,SoilDeep,MS,SuperTransect,3,STSummit3,200m,20190621,12:45,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59180101,-157.956065,21.59180101|-157.956065,Ship to Dorrestein lab,,4493.687988,662.5482178,12371.4897,12km
WMEA_02232_No_3,02232,3432,Water,MS,SuperTransect,3,STSummit3,200m,20190621,12:45,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59180101,-157.956065,21.59180101|-157.956065,Ship to Dorrestein lab,,4493.687988,662.5482178,12371.4897,12km
WMEA_02234_No_3,02234,2235,Sediment,MS,SuperTransect,3,STSummit3,200m,20190621,12:45,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59180101,-157.956065,21.59180101|-157.956065,Ship to Dorrestein lab,,4493.687988,662.5482178,12371.4897,12km
WMEA_02236_No_4,02236,2237,SoilShallow,MS,SuperTransect,4,STSummit4,300m,20190621,12:20,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59232798,-157.956808,21.59232798|-157.956808,Ship to Dorrestein lab,,4493.687988,658.1172485,12276.79336,12km
WMEA_02238_No_4,02238,2239,SoilDeep,MS,SuperTransect,4,STSummit4,300m,20190621,12:20,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59232798,-157.956808,21.59232798|-157.956808,Ship to Dorrestein lab,,4493.687988,658.1172485,12276.79336,12km
WMEA_02240_No_4,02240,3433,Water,MS,SuperTransect,4,STSummit4,300m,20190621,12:20,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59232798,-157.956808,21.59232798|-157.956808,Ship to Dorrestein lab,,4493.687988,658.1172485,12276.79336,12km
WMEA_02242_No_4,02242,2243,Sediment,MS,SuperTransect,4,STSummit4,300m,20190621,12:20,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59232798,-157.956808,21.59232798|-157.956808,Ship to Dorrestein lab,,4493.687988,658.1172485,12276.79336,12km
WMEA_02244_No_5,02244,2245,SoilShallow,MS,SuperTransect,5,STSummit5,400m,20190621,12:00,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59204501,-157.95775,21.59204501|-157.95775,Ship to Dorrestein lab,,4461.438965,655.0392456,12202.86537,12km
WMEA_02246_No_5,02246,2247,SoilDeep,MS,SuperTransect,5,STSummit5,400m,20190621,12:00,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59204501,-157.95775,21.59204501|-157.95775,Ship to Dorrestein lab,,4461.438965,655.0392456,12202.86537,12km
WMEA_02248_No_5,02248,3434,Water,MS,SuperTransect,5,STSummit5,400m,20190621,12:00,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59204501,-157.95775,21.59204501|-157.95775,Ship to Dorrestein lab,,4461.438965,655.0392456,12202.86537,12km
WMEA_02250_No_5,02250,2251,Sediment,MS,SuperTransect,5,STSummit5,400m,20190621,12:00,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59204501,-157.95775,21.59204501|-157.95775,Ship to Dorrestein lab,,4461.438965,655.0392456,12202.86537,12km
WMEA_02252_No_6,02252,2253,SoilShallow,MS,SuperTransect,6,STSummit6,500m,20190621,11:45,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59300197,-157.95767,21.59300197|-157.95767,Ship to Dorrestein lab,,4461.438965,644.3728638,12163.95784,12km
WMEA_02254_No_6,02254,2255,SoilDeep,MS,SuperTransect,6,STSummit6,500m,20190621,11:45,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59300197,-157.95767,21.59300197|-157.95767,Ship to Dorrestein lab,,4461.438965,644.3728638,12163.95784,12km
WMEA_02256_No_6,02256,3435,Water,MS,SuperTransect,6,STSummit6,500m,20190621,11:45,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59300197,-157.95767,21.59300197|-157.95767,Ship to Dorrestein lab,,4461.438965,644.3728638,12163.95784,12km
WMEA_02258_No_6,02258,2259,Sediment,MS,SuperTransect,6,STSummit6,500m,20190621,11:45,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59300197,-157.95767,21.59300197|-157.95767,Ship to Dorrestein lab,,4461.438965,644.3728638,12163.95784,12km
WMEA_02260_No_7,02260,2261,SoilShallow,MS,SuperTransect,7,STSummit7,600m,20190621,11:13,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59276803,-157.958602,21.59276803|-157.958602,Ship to Dorrestein lab,,4461.438965,633.6256714,12088.41455,12km
WMEA_02262_No_7,02262,2263,SoilDeep,MS,SuperTransect,7,STSummit7,600m,20190621,11:13,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59276803,-157.958602,21.59276803|-157.958602,Ship to Dorrestein lab,,4461.438965,633.6256714,12088.41455,12km
WMEA_02264_No_7,02264,3436,Water,MS,SuperTransect,7,STSummit7,600m,20190621,11:13,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59276803,-157.958602,21.59276803|-157.958602,Ship to Dorrestein lab,,4461.438965,633.6256714,12088.41455,12km
WMEA_02266_No_7,02266,2267,Sediment,MS,SuperTransect,7,STSummit7,600m,20190621,11:13,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59276803,-157.958602,21.59276803|-157.958602,Ship to Dorrestein lab,,4461.438965,633.6256714,12088.41455,12km
WMEA_02268_No_8,02268,2269,SoilShallow,MS,SuperTransect,8,STSummit8,700m,20190621,10:48,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59339801,-157.959275,21.59339801|-157.959275,Ship to Dorrestein lab,,4461.438965,626.421814,11995.22915,12km
WMEA_02270_No_8,02270,2271,SoilDeep,MS,SuperTransect,8,STSummit8,700m,20190621,10:48,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59339801,-157.959275,21.59339801|-157.959275,Ship to Dorrestein lab,,4461.438965,626.421814,11995.22915,12km
WMEA_02272_No_8,02272,3437,Water,MS,SuperTransect,8,STSummit8,700m,20190621,10:48,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59339801,-157.959275,21.59339801|-157.959275,Ship to Dorrestein lab,,4461.438965,626.421814,11995.22915,12km
WMEA_02274_No_8,02274,2275,Sediment,MS,SuperTransect,8,STSummit8,700m,20190621,10:48,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59339801,-157.959275,21.59339801|-157.959275,Ship to Dorrestein lab,,4461.438965,626.421814,11995.22915,12km
WMEA_02276_No_9,02276,2277,SoilShallow,MS,SuperTransect,9,STSummit9,800m,20190621,10:00,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.59407896,-157.958825,21.59407896|-157.958825,Ship to Dorrestein lab,,4400.039063,609.9990234,12004.58864,12km
WMEA_02278_No_9,02278,2279,SoilDeep,MS,SuperTransect,9,STSummit9,800m,20190621,10:00,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.59407896,-157.958825,21.59407896|-157.958825,Ship to Dorrestein lab,,4400.039063,609.9990234,12004.58864,12km
WMEA_02280_No_9,02280,3438,Water,MS,SuperTransect,9,STSummit9,800m,20190621,10:00,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.59407896,-157.958825,21.59407896|-157.958825,Ship to Dorrestein lab,,4400.039063,609.9990234,12004.58864,12km
WMEA_02282_No_9,02282,2283,Sediment,MS,SuperTransect,9,STSummit9,800m,20190621,10:00,Sediment,Riverine,Nonhost,Environmental,Transect,,21.59407896,-157.958825,21.59407896|-157.958825,Ship to Dorrestein lab,,4400.039063,609.9990234,12004.58864,12km
WMEA_02296_Pl_6,02296,NA,PlantShoot,MS,SuperTransect,6,STEstuary6,500m,20190619,12:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63824203,-158.058586,21.63824203|-158.058586,Ship to Dorrestein lab,,1245.245972,1,576.8501912,0to3km
WMEA_02297_Pl_6,02297,NA,PlantShoot,MS,SuperTransect,6,STEstuary6,500m,20190619,12:15,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63825503,-158.058562,21.63825503|-158.058562,Ship to Dorrestein lab,,1245.245972,1,578.4040974,0to3km
WMEA_02298_Pl_6,02298,NA,PlantShoot,MS,SuperTransect,6,STEstuary6,500m,20190619,12:18,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63823399,-158.058546,21.63823399|-158.058546,Ship to Dorrestein lab,,1245.245972,1,580.9397795,0to3km
WMEA_02302_Pl_6,02302,2305,PlantRoot,MS,SuperTransect,6,STEstuary6,500m,20190619,12:12,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63824203,-158.058586,21.63824203|-158.058586,Ship to Dorrestein lab,,1245.245972,1,576.8501912,0to3km
WMEA_02303_Pl_6,02303,2306,PlantRoot,MS,SuperTransect,6,STEstuary6,500m,20190619,12:17,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63825503,-158.058562,21.63825503|-158.058562,Ship to Dorrestein lab,,1245.245972,1,578.4040974,0to3km
WMEA_02304_Pl_6,02304,2307,PlantRoot,MS,SuperTransect,6,STEstuary6,500m,20190619,12:20,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63823399,-158.058546,21.63823399|-158.058546,Ship to Dorrestein lab,,1245.245972,1,580.9397795,0to3km
WMEA_02320_Pl_1,02320,NA,PlantShoot,MS,SuperTransect,1,STGardens1,0m,20190618,12:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63737501,-158.057654,21.63737501|-158.057654,Ship to Dorrestein lab,,1245.245972,1.355805755,707.7918411,0to3km
WMEA_02321_Pl_1,02321,2324,PlantShoot,MS,SuperTransect,1,STGardens1,0m,20190618,12:15,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63749202,-158.05759,21.63749202|-158.05759,Ship to Dorrestein lab,,1245.245972,1,707.0483306,0to3km
WMEA_02322_Pl_1,02322,2325,PlantShoot,MS,SuperTransect,1,STGardens1,0m,20190618,12:18,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63749898,-158.057643,21.63749898|-158.057643,Ship to Dorrestein lab,,1245.245972,1,701.8937137,0to3km
WMEA_02326_Pl_1,02326,2329,PlantRoot,MS,SuperTransect,1,STGardens1,0m,20190618,12:12,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63737501,-158.057654,21.63737501|-158.057654,Ship to Dorrestein lab,,1245.245972,1.355805755,707.7918411,0to3km
WMEA_02327_Pl_1,02327,2330,PlantRoot,MS,SuperTransect,1,STGardens1,0m,20190618,12:17,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63749202,-158.05759,21.63749202|-158.05759,Ship to Dorrestein lab,,1245.245972,1,707.0483306,0to3km
WMEA_02328_Pl_1,02328,2331,PlantRoot,MS,SuperTransect,1,STGardens1,0m,20190618,12:20,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63749898,-158.057643,21.63749898|-158.057643,Ship to Dorrestein lab,,1245.245972,1,701.8937137,0to3km
WMEA_02332_Pl_5,02332,NA,PlantShoot,MS,SuperTransect,5,STGardens5,400m,20190618,12:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.635546,-158.054904,21.635546|-158.054904,Ship to Dorrestein lab,,1283.647949,15.2270155,1056.335404,0to3km
WMEA_02333_Pl_5,02333,NA,PlantShoot,MS,SuperTransect,5,STGardens5,400m,20190618,12:15,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63555203,-158.054881,21.63555203|-158.054881,Ship to Dorrestein lab,,1283.647949,11.9535141,1057.996144,0to3km
WMEA_02334_Pl_5,02334,NA,PlantShoot,MS,SuperTransect,5,STGardens5,400m,20190618,12:18,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63551196,-158.054845,21.63551196|-158.054845,Ship to Dorrestein lab,,1283.647949,11.9535141,1063.512343,0to3km
WMEA_02338_Pl_5,02338,2341,PlantRoot,MS,SuperTransect,5,STGardens5,400m,20190618,12:12,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.635546,-158.054904,21.635546|-158.054904,Ship to Dorrestein lab,,1283.647949,15.2270155,1056.335404,0to3km
WMEA_02339_Pl_5,02339,2342,PlantRoot,MS,SuperTransect,5,STGardens5,400m,20190618,12:17,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63555203,-158.054881,21.63555203|-158.054881,Ship to Dorrestein lab,,1283.647949,11.9535141,1057.996144,0to3km
WMEA_02340_Pl_5,02340,2343,PlantRoot,MS,SuperTransect,5,STGardens5,400m,20190618,12:20,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63551196,-158.054845,21.63551196|-158.054845,Ship to Dorrestein lab,,1283.647949,11.9535141,1063.512343,0to3km
WMEA_02344_Pl_9,02344,NA,PlantShoot,MS,SuperTransect,9,STGardens9,800m,20190618,12:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63332001,-158.052089,21.63332001|-158.052089,Ship to Dorrestein lab,,1323.670044,18.24394035,1435.261659,0to3km
WMEA_02345_Pl_9,02345,NA,PlantShoot,MS,SuperTransect,9,STGardens9,800m,20190618,12:15,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63335597,-158.052154,21.63335597|-158.052154,Ship to Dorrestein lab,,1323.670044,18.24394035,1427.459246,0to3km
WMEA_02346_Pl_9,02346,NA,PlantShoot,MS,SuperTransect,9,STGardens9,800m,20190618,12:18,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63335304,-158.052285,21.63335304|-158.052285,Ship to Dorrestein lab,,1323.670044,17.06367683,1416.467115,0to3km
WMEA_02350_Pl_9,02350,2353,PlantRoot,MS,SuperTransect,9,STGardens9,800m,20190618,12:12,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63332001,-158.052089,21.63332001|-158.052089,Ship to Dorrestein lab,,1323.670044,18.24394035,1435.261659,0to3km
WMEA_02351_Pl_9,02351,2354,PlantRoot,MS,SuperTransect,9,STGardens9,800m,20190618,12:17,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63335597,-158.052154,21.63335597|-158.052154,Ship to Dorrestein lab,,1323.670044,18.24394035,1427.459246,0to3km
WMEA_02352_Pl_9,02352,2355,PlantRoot,MS,SuperTransect,9,STGardens9,800m,20190618,12:20,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63335304,-158.052285,21.63335304|-158.052285,Ship to Dorrestein lab,,1323.670044,17.06367683,1416.467115,0to3km
WMEA_02356_Pl_1,02356,NA,PlantShoot,MS,SuperTransect,1,STFalls1,0m,20190618,14:04,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63289304,-158.051123,21.63289304|-158.051123,Ship to Dorrestein lab,,1357.352051,17.09226799,1544.607437,0to3km
WMEA_02357_Pl_1,02357,2360,PlantShoot,MS,SuperTransect,1,STFalls1,0m,20190618,14:13,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63299304,-158.051065,21.63299304|-158.051065,Ship to Dorrestein lab,,1357.352051,18.49542236,1543.514222,0to3km
WMEA_02358_Pl_1,02358,NA,PlantShoot,MS,SuperTransect,1,STFalls1,0m,20190618,14:21,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63303,-158.051102,21.63303|-158.051102,Ship to Dorrestein lab,,1357.352051,18.49542236,1538.06837,0to3km
WMEA_02362_Pl_1,02362,2365,PlantRoot,MS,SuperTransect,1,STFalls1,0m,20190618,14:06,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63289304,-158.051123,21.63289304|-158.051123,Ship to Dorrestein lab,,1357.352051,17.09226799,1544.607437,0to3km
WMEA_02363_Pl_1,02363,2366,PlantRoot,MS,SuperTransect,1,STFalls1,0m,20190618,14:16,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63299304,-158.051065,21.63299304|-158.051065,Ship to Dorrestein lab,,1357.352051,18.49542236,1543.514222,0to3km
WMEA_02364_Pl_1,02364,2367,PlantRoot,MS,SuperTransect,1,STFalls1,0m,20190618,14:23,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63303,-158.051102,21.63303|-158.051102,Ship to Dorrestein lab,,1357.352051,18.49542236,1538.06837,0to3km
WMEA_02368_Pl_5,02368,NA,PlantShoot,MS,SuperTransect,5,STFalls5,400m,20190619,10:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63102999,-158.047911,21.63102999|-158.047911,Ship to Dorrestein lab,,1395.904053,23,1935.757686,0to3km
WMEA_02369_Pl_5,02369,2372,PlantShoot,MS,SuperTransect,5,STFalls5,400m,20190619,10:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63102999,-158.047911,21.63102999|-158.047911,Ship to Dorrestein lab,,1395.904053,23,1935.757686,0to3km
WMEA_02370_Pl_5,02370,2373,PlantShoot,MS,SuperTransect,5,STFalls5,400m,20190619,10:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63102999,-158.047911,21.63102999|-158.047911,Ship to Dorrestein lab,,1395.904053,23,1935.757686,0to3km
WMEA_02374_Pl_5,02374,2377,PlantRoot,MS,SuperTransect,5,STFalls5,400m,20190619,10:10,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63102999,-158.047911,21.63102999|-158.047911,Ship to Dorrestein lab,,1395.904053,23,1935.757686,0to3km
WMEA_02375_Pl_5,02375,NA,PlantRoot,MS,SuperTransect,5,STFalls5,400m,20190619,10:10,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63102999,-158.047911,21.63102999|-158.047911,Ship to Dorrestein lab,,1395.904053,23,1935.757686,0to3km
WMEA_02376_Pl_5,02376,2379,PlantRoot,MS,SuperTransect,5,STFalls5,400m,20190619,10:10,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63102999,-158.047911,21.63102999|-158.047911,Ship to Dorrestein lab,,1395.904053,23,1935.757686,0to3km
WMEA_02380_Pl_9,02380,NA,PlantShoot,MS,SuperTransect,9,STFalls9,800m,20190619,11:40,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63056597,-158.044273,21.63056597|-158.044273,Ship to Dorrestein lab,,1461.651978,29.84057236,2284.624623,0to3km
WMEA_02381_Pl_9,02381,2384,PlantShoot,MS,SuperTransect,9,STFalls9,800m,20190619,11:40,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63056597,-158.044273,21.63056597|-158.044273,Ship to Dorrestein lab,,1461.651978,29.84057236,2284.624623,0to3km
WMEA_02382_Pl_9,02382,NA,PlantShoot,MS,SuperTransect,9,STFalls9,800m,20190619,11:40,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63056597,-158.044273,21.63056597|-158.044273,Ship to Dorrestein lab,,1461.651978,29.84057236,2284.624623,0to3km
WMEA_02386_Pl_9,02386,2389,PlantRoot,MS,SuperTransect,9,STFalls9,800m,20190619,11:40,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63056597,-158.044273,21.63056597|-158.044273,Ship to Dorrestein lab,,1461.651978,29.84057236,2284.624623,0to3km
WMEA_02387_Pl_9,02387,NA,PlantRoot,MS,SuperTransect,9,STFalls9,800m,20190619,11:40,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63056597,-158.044273,21.63056597|-158.044273,Ship to Dorrestein lab,,1461.651978,29.84057236,2284.624623,0to3km
WMEA_02388_Pl_9,02388,2391,PlantRoot,MS,SuperTransect,9,STFalls9,800m,20190619,11:40,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63056597,-158.044273,21.63056597|-158.044273,Ship to Dorrestein lab,,1461.651978,29.84057236,2284.624623,0to3km
WMEA_02392_Pl_1,02392,NA,PlantShoot,MS,SuperTransect,1,STAboveFalls1,0m,20190619,10:15,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63032801,-158.042535,21.63032801|-158.042535,Ship to Dorrestein lab,,1495.045044,53.65145874,2455.405499,0to3km
WMEA_02393_Pl_1,02393,NA,PlantShoot,MS,SuperTransect,1,STAboveFalls1,0m,20190619,10:15,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63032801,-158.042535,21.63032801|-158.042535,Ship to Dorrestein lab,,1495.045044,53.65145874,2455.405499,0to3km
WMEA_02394_Pl_1,02394,NA,PlantShoot,MS,SuperTransect,1,STAboveFalls1,0m,20190619,10:15,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63032801,-158.042535,21.63032801|-158.042535,Ship to Dorrestein lab,,1495.045044,53.65145874,2455.405499,0to3km
